"otu","var.abs","varx.abs","value.abs","var.pos","varx.pos","value.pos"
"R7337__Insecta_Diptera_Syrphidae_Milesia_pulchra_BOLD_AAY9056_size.62348","be30",6,0.0673619766682634,"be30",6,0.0673619766682634
"R7357.2__Insecta_Hymenoptera_Formicidae_Camponotus_modoc_BOLD_AAC9538_size.846","be30",6,0.0269151407127541,"be30",6,0.0269151407127541
"R7405__Insecta_Diptera_Muscidae_Phaonia_NA_BOLD_ACE6851_size.3610","be30",6,0.071411199775118,"be30",6,0.071411199775118
"R7564.11__Insecta_Psocodea_Philotarsidae_Philotarsus_californicus_BOLD_ACU2415_size.67","be30",6,0.0434495473776579,"be30",6,0.0434495473776579
"R7667.19__Insecta_Diptera_Ditomyiidae_NA_NA_BOLD_AAP8153_size.402","lg_DistRoad",25,0.0373821060054449,"lg_DistRoad",25,0.0373821060054449
"R7753.15__Insecta_Hymenoptera_Ichneumonidae_Campoletis_NA_BOLD_ACG1630_size.234","lg_DistStream",24,0.0288768845002956,"lg_DistStream",24,0.0288768845002956
"R7935.15__Insecta_Hymenoptera_Formicidae_Formica_pacifica_BOLD_AAI5674_size.84","be30",6,0.0246829070919132,"be30",6,0.0246829070919132
"R8182.7__Insecta_Diptera_Chironomidae_NA_NA_BOLD_AAV6023_size.115","be30",6,0.035690279857325,"be30",6,0.035690279857325
"R8220.14__Insecta_Diptera_Dryomyzidae_Paradryomyza_NA_BOLD_AAI6087_size.139","be30",6,0.045921696344467,"be30",6,0.045921696344467
"R8486.22__Insecta_Diptera_Sciomyzidae_NA_NA_BOLD_AAP6462_size.369","be30",6,0.0196819944378937,"be30",6,0.0196819944378937
"R9024.3__Insecta_Coleoptera_Curculionidae_Anisandrus_NA_BOLD_AAD0158_size.391","be30",6,0.0514758635549451,"be30",6,0.0514758635549451
"R9073.3__Insecta_Diptera_NA_NA_NA_BOLD_ACF6271_size.3304","be30",6,0.0511912978265504,"be30",6,0.0511912978265504
"R9076.4__Insecta_Diptera_Muscidae_Coenosia_NA_BOLD_ACB9516_size.228","be30",6,0.0604675147572013,"be30",6,0.0604675147572013
"R9119__Insecta_Diptera_Muscidae_Phaonia_nigricauda_BOLD_AAP6480_size.1261","be30",6,0.0608686257468626,"be30",6,0.0608686257468626
"R9141.5__Insecta_Diptera_Anthomyiidae_NA_NA_BOLD_ACC2962_size.1166","be30",6,0.0399343335067917,"be30",6,0.0399343335067917
"R9147.3__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACC6221_size.13","lg_DistRoad",25,0.0411512497985917,"lg_DistRoad",25,0.0411512497985917
"R934.131__Insecta_Hymenoptera_Halictidae_Lasioglossum_NA_BOLD_ABZ0652_size.11","slope30",7,0.0598799372083095,"slope30",7,0.0598799372083095
"R9361.2__Insecta_Hemiptera_Miridae_NA_NA_BOLD_ACC4475_size.186","l_rumple",14,0.0321311097425015,"l_rumple",14,0.0321311097425015
"R9414.6__Insecta_Diptera_NA_NA_NA_BOLD_ACM5761_size.348","be30",6,0.0531877375873996,"be30",6,0.0531877375873996
"R9914.5__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACI6458_size.84","slope30",7,0.0420656331003744,"slope30",7,0.0420656331003744
