"otu","var.abs","varx.abs","value.abs","var.pos","varx.pos","value.pos"
"R7219.2__Insecta_Coleoptera_Elateridae_Athous_scissus_BOLD_ACX0632_size.2217","be30",6,0.117695473251029,"be30",6,0.117695473251029
"R7291.28__Insecta_Neuroptera_Chrysopidae_Chrysoperla_NA_BOLD_AAB0373_size.15","lg_DistRoad",25,0.160997732426304,"lg_DistRoad",25,0.160997732426304
"R7311.2__Insecta_Coleoptera_Cerambycidae_Xestoleptura_crassipes_BOLD_AAD0073_size.5097","LC08_045029_20180726_B5",23,0.064471440750213,"LC08_045029_20180726_B5",23,0.064471440750213
"R7337__Insecta_Diptera_Syrphidae_Milesia_pulchra_BOLD_AAY9056_size.62348","be30",6,0.0815192743764177,"be30",6,0.0815192743764177
"R7357.2__Insecta_Hymenoptera_Formicidae_Camponotus_modoc_BOLD_AAC9538_size.846","be30",6,0.0625448028673835,"be30",6,0.0625448028673835
"R7405__Insecta_Diptera_Muscidae_Phaonia_NA_BOLD_ACE6851_size.3610","be30",6,0.137573099415205,"be30",6,0.137573099415205
"R7564.11__Insecta_Psocodea_Philotarsidae_Philotarsus_californicus_BOLD_ACU2415_size.67","be30",6,0.0627510040160639,"be30",6,0.0627510040160639
"R7667.19__Insecta_Diptera_Ditomyiidae_NA_NA_BOLD_AAP8153_size.402","l_rumple",14,0.0539747064137313,"l_rumple",14,0.0539747064137313
"R7753.15__Insecta_Hymenoptera_Ichneumonidae_Campoletis_NA_BOLD_ACG1630_size.234","l_rumple",14,0.0425170068027209,"l_rumple",14,0.0425170068027209
"R7935.15__Insecta_Hymenoptera_Formicidae_Formica_pacifica_BOLD_AAI5674_size.84","be30",6,0.0381662149954829,"be30",6,0.0381662149954829
"R8182.7__Insecta_Diptera_Chironomidae_NA_NA_BOLD_AAV6023_size.115","be30",6,0.161897590361446,"be30",6,0.161897590361446
"R8220.14__Insecta_Diptera_Dryomyzidae_Paradryomyza_NA_BOLD_AAI6087_size.139","be30",6,0.0793172690763061,"be30",6,0.0793172690763061
"R8486.22__Insecta_Diptera_Sciomyzidae_NA_NA_BOLD_AAP6462_size.369","be30",6,0.0643825301204818,"be30",6,0.0643825301204818
"R9024.3__Insecta_Coleoptera_Curculionidae_Anisandrus_NA_BOLD_AAD0158_size.391","tpi250",11,0.0622681505034447,"tpi250",11,0.0622681505034447
"R9073.3__Insecta_Diptera_NA_NA_NA_BOLD_ACF6271_size.3304","LC08_045029_20180726_B5",23,0.0381802721088437,"LC08_045029_20180726_B5",23,0.0381802721088437
"R9076.4__Insecta_Diptera_Muscidae_Coenosia_NA_BOLD_ACB9516_size.228","be30",6,0.115070662768031,"be30",6,0.115070662768031
"R9119__Insecta_Diptera_Muscidae_Phaonia_nigricauda_BOLD_AAP6480_size.1261","slope30",7,0.028787878787879,"slope30",7,0.028787878787879
"R9141.5__Insecta_Diptera_Anthomyiidae_NA_NA_BOLD_ACC2962_size.1166","slope30",7,0.0223277074542898,"slope30",7,0.0223277074542898
"R9147.3__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACC6221_size.13","lg_DistRoad",25,0.0539747064137316,"lg_DistRoad",25,0.0539747064137316
"R934.131__Insecta_Hymenoptera_Halictidae_Lasioglossum_NA_BOLD_ABZ0652_size.11","l_rumple",14,0.0519342872284049,"l_rumple",14,0.0519342872284049
"R9361.2__Insecta_Hemiptera_Miridae_NA_NA_BOLD_ACC4475_size.186","l_rumple",14,0.0544444444444453,"l_rumple",14,0.0544444444444453
"R9414.6__Insecta_Diptera_NA_NA_NA_BOLD_ACM5761_size.348","l_rumple",14,0.0291913214990133,"l_rumple",14,0.0291913214990133
"R9914.5__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACI6458_size.84","cut_r250",3,0.0302109974424554,"cut_r250",3,0.0302109974424554
