"otu","var.abs","varx.abs","value.abs","var.pos","varx.pos","value.pos"
"R6191__Insecta_Diptera_Muscidae_Phaonia_NA_BOLD_ACI3443_size.232652","be30",6,0.092955508474576,"be30",6,0.092955508474576
"R6236.2__Insecta_Hymenoptera_Apidae_Bombus_flavifrons_BOLD_ACE3465_size.2066","l_rumple",14,-0.039965986394558,"lg_DistRoad",25,0.00661375661375641
"R6287.12__Insecta_Plecoptera_Nemouridae_Malenka_NA_BOLD_ACD4370_size.226","nbr_stdDev_r250",15,0.0710341365461854,"nbr_stdDev_r250",15,0.0710341365461854
"R6623.2__Insecta_Neuroptera_Hemerobiidae_Hemerobius_discretus_BOLD_ABZ0149_size.2910","lg_cover2m_4m",27,0.0341503267973858,"lg_cover2m_4m",27,0.0341503267973858
"R6630.2__Insecta_Psocodea_Dasydemellidae_Teliapsocus_conterminus_BOLD_AAP4627_size.5126","be30",6,0.0562925170068026,"be30",6,0.0562925170068026
"R6736.9__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACX4695_size.39","lg_DistRoad",25,0.0529970760233917,"lg_DistRoad",25,0.0529970760233917
"R678.72__Insecta_Diptera_Phoridae_Megaselia_NA_BOLD_ACC9948_size.72","LC08_045029_20180726_B5",23,0.0696873343932165,"LC08_045029_20180726_B5",23,0.0696873343932165
"R6902.43__Insecta_Hemiptera_Miridae_Psallovius_piceicola_BOLD_AAZ1683_size.38","ndvi_p5_r100",16,0.0765432098765427,"ndvi_p5_r100",16,0.0765432098765427
"R7197.2__Insecta_Lepidoptera_Geometridae_Enypia_NA_BOLD_AAA6739_size.494","l_rumple",14,-0.0632530120481922,"tpi1k",12,0.0268574297188763
"R7219.2__Insecta_Coleoptera_Elateridae_Athous_scissus_BOLD_ACX0632_size.2217","lg_DistStream",24,-0.0580246913580247,"gt4_500",1,0.0448559670781891
"R7291.28__Insecta_Neuroptera_Chrysopidae_Chrysoperla_NA_BOLD_AAB0373_size.15","ndmi_p95_r100",21,0.0958049886621316,"ndmi_p95_r100",21,0.0958049886621316
"R7311.2__Insecta_Coleoptera_Cerambycidae_Xestoleptura_crassipes_BOLD_AAD0073_size.5097","be30",6,0.0477408354646209,"be30",6,0.0477408354646209
"R7337__Insecta_Diptera_Syrphidae_Milesia_pulchra_BOLD_AAY9056_size.62348","gt4_500",1,0.0393424036281176,"gt4_500",1,0.0393424036281176
"R7357.2__Insecta_Hymenoptera_Formicidae_Camponotus_modoc_BOLD_AAC9538_size.846","ndvi_p95_r250",20,-0.0603942652329753,"ndvi_p5_r100",16,-0.00170250896057367
"R7405__Insecta_Diptera_Muscidae_Phaonia_NA_BOLD_ACE6851_size.3610","be30",6,0.114035087719298,"be30",6,0.114035087719298
"R7564.11__Insecta_Psocodea_Philotarsidae_Philotarsus_californicus_BOLD_ACU2415_size.67","twi30",10,0.0572289156626504,"twi30",10,0.0572289156626504
"R7667.19__Insecta_Diptera_Ditomyiidae_NA_NA_BOLD_AAP8153_size.402","LC08_045029_20180726_B5",23,0.070686540198735,"LC08_045029_20180726_B5",23,0.070686540198735
"R7753.15__Insecta_Hymenoptera_Ichneumonidae_Campoletis_NA_BOLD_ACG1630_size.234","twi30",10,0.128968253968254,"twi30",10,0.128968253968254
"R7935.15__Insecta_Hymenoptera_Formicidae_Formica_pacifica_BOLD_AAI5674_size.84","Nss30",8,0.0973351400180663,"Nss30",8,0.0973351400180663
"R8182.7__Insecta_Diptera_Chironomidae_NA_NA_BOLD_AAV6023_size.115","be30",6,0.152359437751003,"be30",6,0.152359437751003
"R8220.14__Insecta_Diptera_Dryomyzidae_Paradryomyza_NA_BOLD_AAI6087_size.139","insideHJA",29,0.0838353413654613,"insideHJA",29,0.0838353413654613
"R8486.22__Insecta_Diptera_Sciomyzidae_NA_NA_BOLD_AAP6462_size.369","nbr_stdDev_r250",15,0.12675702811245,"nbr_stdDev_r250",15,0.12675702811245
"R9024.3__Insecta_Coleoptera_Curculionidae_Anisandrus_NA_BOLD_AAD0158_size.391","cut40_r1k",4,-0.0488871224165339,"gt4_500",1,0.00940646528881872
"R9073.3__Insecta_Diptera_NA_NA_NA_BOLD_ACF6271_size.3304","LC08_045029_20180726_B5",23,0.0435374149659865,"LC08_045029_20180726_B5",23,0.0435374149659865
"R9076.4__Insecta_Diptera_Muscidae_Coenosia_NA_BOLD_ACB9516_size.228","tri30",7,0.0461744639376217,"tri30",7,0.0461744639376217
"R9119__Insecta_Diptera_Muscidae_Phaonia_nigricauda_BOLD_AAP6480_size.1261","twi30",10,0.0768939393939393,"twi30",10,0.0768939393939393
"R9141.5__Insecta_Diptera_Anthomyiidae_NA_NA_BOLD_ACC2962_size.1166","l_rumple",14,0.0400843881856543,"l_rumple",14,0.0400843881856543
"R9147.3__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACC6221_size.13","insideHJA",29,-0.0602981029810302,"twi30",10,0.044715447154471
"R934.131__Insecta_Hymenoptera_Halictidae_Lasioglossum_NA_BOLD_ABZ0652_size.11","LC08_045029_20180726_B5",23,-0.0299417064122949,"be30",6,0.00768415474297801
"R9361.2__Insecta_Hemiptera_Miridae_NA_NA_BOLD_ACC4475_size.186","tri30",7,0.0933333333333332,"tri30",7,0.0933333333333332
"R9414.6__Insecta_Diptera_NA_NA_NA_BOLD_ACM5761_size.348","insideHJA",29,-0.0611439842209076,"ndvi_p95_r250",20,0.0131163708086782
"R9914.5__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACI6458_size.84","lg_DistRoad",25,0.0327152600170498,"lg_DistRoad",25,0.0327152600170498
